id,name,popularity,duration_min,release_year,tempo_category,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2HYvkdq6lpFXkVz9Tfqi8r,Big Gangsta,83,4.06,2019,fast,0.879,0.574,10,-5.602,0,0.391,0.519,8.76e-06,0.144,0.346,144.911,4
6YUTL4dYpB9xZO5qExPf05,Summer,83,3.71,2014,medium,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4
0DmAvNCAK08oCi7miSZUIY,Lasting Lover,83,3.64,2020,medium,0.676,0.786,1,-4.529,1,0.0478,0.197,0.0,0.0943,0.483,125.983,4
7tqhbajSfrz2F7E1Z75ASX,Ain't No Mountain High Enough,82,2.53,1967,medium,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,4
3lCbsHaN1wCxyDzcNN2x4N,Si Me Tomo Una Cerveza,82,3.04,2020,slow,0.72,0.613,1,-6.899,0,0.0572,0.185,0.0,0.155,0.857,84.974,4
4wNIkl5XGiAACjFBlDWuSd,What A Man Gotta Do,82,3.01,2020,medium,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,4
3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",82,4.69,1972,fast,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,4
7l2tmgUhV7Y2aJHjiszifg,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),82,4.63,2021,fast,0.661,0.819,11,-6.269,0,0.0519,0.167,0.0,0.0647,0.724,135.937,4
5ry2OE6R2zPQFDO85XkgRb,Money In The Grave (Drake ft. Rick Ross),82,3.42,2019,medium,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,4
69vlMrzHwATKzupwNcUPyK,La Santa,82,3.44,2020,medium,0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,4
22LAwLoDA5b4AaGSkg6bKW,Blueberry Faygo,82,2.71,2020,medium,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,4
2Oycxb8QbPkpHTo8ZrmG0B,Prisoner (feat. Dua Lipa),82,2.82,2020,medium,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,4
5GkQIP5mWPi4KZLLXeuFTT,motive (with Doja Cat),82,2.8,2020,medium,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965,4
2iuZJX9X9P0GKaE93xcPjk,Sugar,82,3.92,2014,medium,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,4
5NU40QTlXrDUJzDBdv79bg,Deserve You,82,3.12,2021,slow,0.677,0.633,7,-7.831,1,0.0771,0.0314,0.0,0.112,0.409,89.934,4
2NnJpRXIlx35Vij3bPZO0h,DAYWALKER! (feat. CORPSE),82,2.3,2021,slow,0.632,0.922,7,-2.173,1,0.0794,0.00558,1.81e-05,0.0927,0.497,88.972,4
41wtwzCZkXwpnakmwJ239F,Si Veo a Tu Mamá,82,2.85,2020,medium,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928,4
5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,82,2.97,2019,medium,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,4
7vGuf3Y35N4wmASOKLUVVU,Silence,82,3.01,2017,fast,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4
7EWXP47VlXKO3r7mNxuWHw,"Ele É Ele, Eu Sou Eu",82,2.59,2020,fast,0.758,0.763,1,-8.754,0,0.0768,0.23,1.33e-05,0.0703,0.854,163.946,4
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,82,3.72,2004,fast,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4
4rHZZAmHpZrA3iH5zx8frV,Mirrors,82,8.07,2013,slow,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,4
6FuGJB290AQMAHTfjOYVaK,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",82,3.21,2020,medium,0.721,0.745,7,-3.508,0,0.0366,0.151,1.24e-06,0.372,0.699,90.988,4
5dOxHHMOFAbG3VH23t0xNm,Righteous,82,4.04,2020,fast,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,4
1ko2lVN0vKGUl9zrU0qSlT,Just the Two of Us (feat. Bill Withers),82,3.95,1985,medium,0.802,0.488,1,-9.304,1,0.0813,0.572,0.0598,0.0763,0.624,95.77,4
1uA7fD01YlQr1Rm0oyNB4H,Pulei na Piscina - Ao Vivo,82,3.03,2020,medium,0.652,0.773,3,-5.203,1,0.128,0.449,0.0,0.166,0.527,113.788,4
0I3q5fE6wg7LIfHGngUTnV,Ms. Jackson,82,4.51,2000,medium,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,4
3UoULw70kMsiVXxW0L3A33,pov,82,3.36,2020,fast,0.487,0.534,0,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798,4
06XQvnJb53SUYmlWIhUXUi,怪物,82,3.43,2021,fast,0.627,0.824,1,-3.419,1,0.118,0.0699,6.57e-05,0.31,0.774,169.935,4
4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,82,4.82,2009,medium,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,4
127QTOFJsJQp5LbJbu3A1y,Toosie Slide,82,4.12,2020,slow,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,4
1daDRI9ahBonbWD8YcxOIB,Angels Like You,82,3.27,2020,medium,0.672,0.642,5,-4.035,1,0.0313,0.0981,0.0,0.1,0.494,121.981,4
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,82,3.32,2014,medium,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4
5J5CpT6bgE6KYKk23jgp9W,Patience (feat. YUNGBLUD & Polo G),82,3.03,2021,medium,0.616,0.741,7,-4.272,0,0.0426,0.00251,0.0,0.307,0.431,122.012,4
2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,82,3.56,2019,medium,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,4
2gam98EZKrF9XuOkU13ApN,Promiscuous,82,4.04,2006,medium,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,4
1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,82,3.98,2017,fast,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,4
5YSHygGN9D0mID1NsVd5my,Reminds Me Of You,82,2.63,2020,fast,0.613,0.631,4,-6.965,1,0.12,0.0663,0.0,0.169,0.33,149.992,4
4DuUwzP4ALMqpquHU0ltAB,Tyler Herro,82,2.61,2020,medium,0.794,0.756,5,-7.16,0,0.136,0.11,0.0,0.247,0.775,123.066,4
1BYZxKSf0aTxp8ZFoeyM3d,we fell in love in october,82,3.07,2018,medium,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.959,4
3dEtfTtCXWW7N8WQ9FD29z,En Tu Cuerpo - Remix,82,5.18,2020,fast,0.742,0.497,0,-9.381,0,0.0746,0.249,0.00335,0.0993,0.558,156.013,4
2FY7b99s15jUprqC0M5NCT,Natural,82,3.16,2018,medium,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,4
4fzsfWzRhPawzqhX8Qt9F3,Stronger,82,5.2,2007,medium,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,4
0y60itmpH0aPKsFiGxmtnh,Wait a Minute!,82,3.28,2015,medium,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,4
2dNhNlpZAtV4lwAFW45LIv,Am,82,3.04,2021,fast,0.83,0.517,6,-6.416,0,0.333,0.399,8.95e-05,0.0916,0.616,171.959,4
2Z8WuEywRWYTKe1NybPQEW,Ride,82,3.58,2015,slow,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,4
5KCbr5ndeby4y4ggthdiAb,Wonder,82,2.88,2020,fast,0.333,0.637,1,-4.904,0,0.0581,0.131,1.8e-05,0.149,0.132,139.898,4
0AUyNF6iFxMNQsNx2nhtrw,Blood // Water,82,3.61,2018,fast,0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,4
18uwL0vNUanqZH0ro2QcOP,comethru,82,3.03,2018,medium,0.795,0.178,0,-11.991,1,0.0574,0.607,0.0,0.623,0.608,93.982,4
2iUmqdfGZcHIhS3b9E9EWq,Everybody Talks,82,2.95,2012,fast,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,4
6IbnUaczZBT34DhaD6S18F,Bubblegum Bitch,82,2.58,2012,fast,0.495,0.856,0,-5.123,0,0.0311,0.000219,0.0,0.103,0.609,158.024,4
2ekn2ttSfGqwhhate0LSR0,New Rules,82,3.49,2017,medium,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4
2AceGjiX9isUbXmMZa0Dl1,Floating Through Space,82,2.96,2021,medium,0.575,0.844,6,-4.89,0,0.072,0.00172,0.0,0.114,0.277,104.914,4
1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,82,3.44,2012,medium,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,4
6v3KW9xbzN5yKLt9YKDYA2,Señorita,82,3.18,2019,medium,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,4
46lyJh9GYmWsHez3EsvmAx,Rise Up (feat. Vamero),82,3.03,2020,medium,0.648,0.927,1,-3.633,1,0.049,0.011,0.0,0.162,0.361,126.037,4
2RSHsoi04658QL5xgQVov3,Bad Liar,82,4.35,2018,fast,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,4
4lsHZ92XCFOQfzJFBTluk8,You Got It,82,3.39,2020,medium,0.762,0.433,5,-8.937,1,0.187,0.143,0.0,0.118,0.394,122.074,4
7CFfqRW50ffULvBv7lfIIg,Violent,82,2.26,2020,medium,0.797,0.755,2,-5.393,1,0.0293,0.331,2.26e-06,0.124,0.411,129.955,4
4vLBnQtece15fFhqWxZvJP,Your New Boyfriend,82,3.99,2020,medium,0.546,0.453,7,-13.04,1,0.121,0.382,3.9e-05,0.106,0.74,104.532,4
1DFD5Fotzgn6yYXkYsKiGs,Piece Of Your Heart,82,2.55,2019,medium,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,4
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,82,3.9,2017,medium,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,4
39LLxExYz6ewLAcYrzQQyP,Levitating,82,3.4,2020,medium,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,4
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),82,3.01,2017,slow,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,4
5RAIMjdrCEjpjaR5tBATXU,Aloha,82,4.03,2021,medium,0.807,0.712,1,-5.757,1,0.1,0.532,2.37e-05,0.163,0.792,100.004,4
5kcvBnt6DPX3AMEsCx1qDh,Happiest Year,82,3.81,2019,medium,0.501,0.167,1,-14.061,1,0.0484,0.885,0.0,0.111,0.356,112.275,3
1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),82,3.62,2018,medium,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,4
6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,82,3.21,2013,medium,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,5
7o2CTH4ctstm8TNelqjb51,Sweet Child O' Mine,82,5.91,1987,medium,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,4
6IBcOGPsniK3Pso1wHIhew,Forever After All,82,3.88,2020,fast,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,4
4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,82,3.88,2005,medium,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,4
04aAxqtGp5pv12UXAg4pkq,Centuries,82,3.81,2015,fast,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,4
0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,82,2.87,2020,medium,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014,4
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),82,3.01,2018,slow,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,4
0AUvWawuP0ibk4SQ3sIZjk,Daisy,82,2.44,2020,medium,0.834,0.663,8,-6.143,1,0.133,0.235,0.0,0.372,0.774,121.876,4
0awuNCj9gwJEM0seER22DW,CHICKEN TENDIES,82,3.28,2021,medium,0.57,0.689,7,-6.242,1,0.147,0.358,0.0,0.0819,0.568,100.087,4
5e9TFTbltYBg2xThimr0rU,The Chain - 2004 Remaster,82,4.5,1977,fast,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,4
2TH65lNHgvLxCKXM3apjxI,Callaita,82,4.18,2019,fast,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,4
4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',82,4.18,1981,medium,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,4
0ada5XsQGLPUVbmTCkAP49,Hate The Other Side (with Marshmello & The Kid Laroi),82,2.67,2020,medium,0.701,0.65,6,-6.313,1,0.104,0.291,0.0,0.112,0.647,90.003,4
4CxFN5zON70B3VOPBYbd6P,you were good to me,82,3.65,2019,medium,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,4
7hDVYcQq6MxkdJGweuCtl9,ocean eyes,82,3.34,2017,fast,0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,4
4QNpBfC0zvjKqPJcyqBy9W,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",82,4.21,2011,medium,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,4
0oaY19dUwZimIgzn3ZZLZO,2 Much,82,2.55,2021,medium,0.583,0.444,9,-8.601,1,0.0456,0.593,0.0,0.353,0.167,119.59,4
4ga4WvRNhMsIL38pkBbnIN,Pressure (feat. Tove Lo),82,2.41,2021,medium,0.859,0.558,7,-8.991,0,0.0902,0.659,0.324,0.124,0.357,114.978,4
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,82,3.43,2016,medium,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,4
5W8YXBz9MTIDyrpYaCg2Ky,Last Resort,82,3.33,2001,medium,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,4
0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,82,2.63,2019,slow,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,4
5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,82,3.49,1978,fast,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,4
6oJ6le65B3SEqPwMRNXWjY,Higher Love,82,3.8,2019,medium,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,4
08bNPGLD8AhKpnnERrAc6G,FRIENDS,82,3.38,2018,medium,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,4
0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,82,3.39,2008,fast,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,4
0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,82,3.08,2018,medium,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,4
4jOBQxq4Ffd8DDrsN4wPOR,Christian Dior,82,2.45,2021,medium,0.839,0.706,7,-5.629,0,0.0728,0.264,1.23e-06,0.106,0.462,92.031,4
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,82,3.07,2013,slow,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4
26QApq0cuO9brJigr0C0W4,HACIENDO QUE ME AMAS,82,3.63,2020,fast,0.584,0.411,10,-7.147,0,0.0838,0.869,4.47e-05,0.0955,0.412,169.934,4
58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,82,3.13,2018,medium,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,4
472vIK1ldetTxRxG3ovaiY,Glad You Exist,82,2.41,2021,medium,0.748,0.551,11,-6.12,1,0.0349,0.235,0.0,0.119,0.66,103.953,4
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,82,3.38,2017,fast,0.798,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.949,4
5qaEfEh1AtSdrdrByCP7qR,Demons,82,2.96,2012,slow,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,4
4loQgPwJHocL3dFwLfjb1J,Reloj,82,3.86,2020,fast,0.823,0.537,8,-2.627,1,0.211,0.176,3.75e-06,0.124,0.608,175.965,4
2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,82,3.2,2015,fast,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,4
6jg5SRvdGxvJ0DzNV0UqEK,Please Don't Go,82,3.28,2010,medium,0.699,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.13,0.657,120.016,4
6HlE9t71z9DjGi7KqSyEpA,Deep End,82,2.35,2020,medium,0.711,0.592,4,-7.136,0,0.23,0.758,0.0,0.156,0.535,124.749,4
4NOZ35Dhucr6UlVyLOtktd,Dangerous,82,4.1,2008,medium,0.949,0.79,8,-5.957,1,0.0756,0.00437,0.0,0.0816,0.807,117.002,4
3XoflnowYPFRPOh3uFvHcm,Selfish Love (with Selena Gomez),82,2.81,2021,medium,0.723,0.646,5,-7.973,0,0.102,0.0206,0.352,0.0994,0.443,110.971,4
5cF0dROlMOK5uNZtivgu50,Attention,82,3.48,2018,medium,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,4
0JAZWvvqttGFm4UMDsPQXC,Despeinada,82,3.74,2020,fast,0.734,0.775,8,-3.855,1,0.0614,0.186,0.000542,0.123,0.72,166.039,4
2iUXsYOEPhVqEBwsqP70rE,Youngblood,82,3.39,2018,medium,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,4
57BGVV6wcyhbn3hsjlqEZB,Element,82,2.26,2020,slow,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,5
5f1joOtoMeyppIcJGZQvqJ,Be Like That - feat. Swae Lee & Khalid,82,3.19,2020,slow,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,4
3EPXxR3ImUwfayaurPi3cm,Be Alright,82,3.27,2018,medium,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,4
7eX3um6NpOQKWJMGCi97XD,Real As It Gets (feat. EST Gee),82,3.21,2021,fast,0.779,0.705,6,-5.891,0,0.163,0.00471,0.0,0.0971,0.196,140.005,4
5hChuUMe5iHfjkXgzj1D4b,Track Star,82,3.33,2021,fast,0.641,0.598,7,-5.7,0,0.324,0.381,0.0,0.0921,0.285,131.459,5
22VdIZQfgXJea34mQxlt81,Can't Feel My Face,82,3.56,2015,medium,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,4
2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,82,3.82,2014,medium,0.72,0.802,1,-5.797,1,0.0582,0.0921,0.0,0.694,0.723,124.043,4
792HwhrdO3ErRKL5yRe4Ge,Invincible,82,2.13,2020,fast,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,4
2bo0HCDcZj8BYjoht9zYgk,Time Today,82,2.28,2021,fast,0.909,0.617,1,-7.736,1,0.401,0.044,0.0,0.233,0.301,136.924,4
0I1eFRytp4XRhLCjT6tZm7,I Can't Handle Change,82,3.3,2010,fast,0.247,0.438,5,-8.479,1,0.0358,0.0455,0.000871,0.111,0.39,185.716,3
22Sh5dlwbERqJAq1fZk5b2,De Cora <3,82,3.17,2020,fast,0.811,0.683,11,-2.028,0,0.241,0.46,4.75e-05,0.128,0.571,176.037,4
3LlT8mKSlzJTxkCkfNxMFr,"Ele É Ele, Eu Sou Eu",82,2.59,2020,fast,0.758,0.763,1,-8.754,0,0.0768,0.23,1.33e-05,0.0703,0.854,163.946,4
78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),82,2.43,2018,medium,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,4
3jjBPF4NDMCU51psU8JPpR,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",82,3.04,2021,medium,0.88,0.662,0,-5.766,1,0.304,0.205,0.0,0.227,0.726,109.988,4
2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,82,5.06,1977,fast,0.388,0.338,10,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,4
6FE2iI43OZnszFLuLtvvmg,Classic,82,2.92,2012,medium,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,4
2z0IupRlVRlDN5r2IVqHyN,Shy Away,82,2.92,2021,medium,0.588,0.856,9,-5.242,0,0.0316,0.000818,0.0739,0.238,0.635,96.966,4
4pAl7FkDMNBsjykPXo91B3,Needed Me,81,3.19,2016,medium,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,4
4EivmOT13NMpNSfTKn9p4s,Like That (feat. Gucci Mane),81,2.72,2019,medium,0.879,0.499,4,-6.027,0,0.18,0.24,0.0,0.0967,0.405,106.043,4
15OCqNPYoLziEAsbVnqRj5,Good Without,81,3.04,2021,slow,0.616,0.576,11,-5.495,0,0.0532,0.0723,0.0,0.375,0.269,89.962,4
0Cnb8XdGDMHAmIRBUJMkIS,Where The Lights Are Low,81,2.28,2021,medium,0.759,0.807,8,-5.812,0,0.122,0.448,0.0,0.105,0.62,123.904,4
0S0vWvyZ6Rc79TXkWxT9QA,Save That Shit,81,3.86,2017,medium,0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,105.997,4
6F7tttrdq7aUdxXVeo0nKp,Foi Pá Pum,81,3.06,2020,fast,0.627,0.818,1,-3.086,1,0.103,0.378,0.0,0.246,0.449,161.857,4
2f0pn9DkEJwAzXApnFh5cr,Someone To You,81,3.66,2019,slow,0.52,0.903,2,-5.497,1,0.042,0.00517,0.0,0.254,0.652,74.988,4
4nbWX2HzrOEnX4xxvYRCyU,Cabrón y Vago - En Vivo,81,2.37,2020,fast,0.547,0.638,8,-2.99,1,0.124,0.697,0.0,0.074,0.876,176.277,3
5hvwx5i67IwnCkjl9VHkNv,Diamonds,81,3.56,2020,medium,0.653,0.667,10,-6.764,0,0.0423,0.154,0.0,0.107,0.556,104.181,4
0n2moJpAEWHwaPYYjkzMDl,Blue & Grey,81,4.25,2020,medium,0.547,0.605,8,-6.755,1,0.0415,0.42,0.0,0.125,0.364,121.953,4
0GTPmh5G40joBg93vcSQNq,Don't Say Goodbye (feat. Tove Lo),81,3.11,2020,medium,0.698,0.719,0,-4.923,0,0.0455,0.00829,4.01e-06,0.326,0.364,120.062,4
3S8jK1mGzQi24ilFb45DAZ,Lonely (with benny blanco),81,2.49,2021,slow,0.619,0.241,11,-7.102,0,0.046,0.9,0.0,0.116,0.0719,79.461,4
4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),81,4.76,2020,slow,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,4
6RRNNciQGZEXnqk8SQ9yv5,You Need To Calm Down,81,2.86,2019,slow,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,4
5JtvedSVWW9McnoEAPJwQm,Sex Sounds,81,2.71,2019,fast,0.857,0.427,8,-8.638,1,0.112,0.281,0.0,0.108,0.366,130.033,4
5oO3drDxtziYU2H1X23ZIp,Love On The Brain,81,3.73,2016,fast,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,3
1dg3qy5DjoJodawfOCgrTP,Run It Up (feat. Offset & Moneybagg Yo),81,3.87,2021,medium,0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031,4
3cBsEDNhFI9E82vPj3kvi3,Wasted On You,81,2.98,2021,fast,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0,3
5kqIPrATaCc2LqxVWzQGbk,7 Years,81,3.96,2016,medium,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,4
2Y0iGXY6m6immVb2ktbseM,Little Dark Age,81,5.0,2018,medium,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4
1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,81,3.86,2014,medium,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,4
4r9jkMEnArtWGH2rL2FZl0,A Tu Merced,81,2.93,2020,medium,0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023,4
6RtPijgfPKROxEzTHNRiDp,Rude,81,3.75,2014,fast,0.774,0.756,1,-4.995,1,0.0389,0.0423,0.0,0.305,0.931,144.032,4
1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,81,3.47,2016,fast,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,4
4eNOLmx8r2IJAVKvBBL1jv,Headshot (feat. Polo G & Fivio Foreign),81,2.41,2021,medium,0.808,0.639,1,-7.266,0,0.279,0.0802,0.0,0.15,0.395,118.0,4
34LI7rwi9H8w2S5KTHnv1M,Quiéreme Mientras Se Pueda,81,3.2,2020,fast,0.793,0.782,4,-3.945,1,0.0582,0.447,0.0,0.124,0.81,143.86,4
2rPHUAeUPbNgTmK18FPTiZ,GO (feat. Juice WRLD),81,3.03,2020,slow,0.487,0.74,6,-4.973,1,0.0944,0.157,0.0,0.612,0.522,73.779,4
2lCkncy6bIB0LTMT7kvrD1,Azul,81,3.43,2020,medium,0.843,0.836,11,-2.474,0,0.0695,0.0816,0.00138,0.0532,0.65,94.018,4
0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),81,4.05,2006,medium,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,4
